Date,Open,Close
2018-01-02,52.6510009765625,53.660499572753906
2018-01-03,53.69649887084961,54.57600021362305
2018-01-04,54.85449981689453,54.78799819946289
2018-01-05,55.17250061035156,55.51449966430664
2018-01-08,55.54999923706055,55.71049880981445
2018-01-09,55.922000885009766,55.63949966430664
2018-01-10,55.349998474121094,55.50699996948242
2018-01-11,55.615501403808594,55.602500915527344
2018-01-12,55.505001068115234,56.532501220703125
2018-01-16,57.015499114990234,56.53499984741211
2018-01-17,56.81800079345703,56.95500183105469
2018-01-18,56.967498779296875,56.798500061035156
2018-01-19,56.9015007019043,57.17499923706055
2018-01-22,57.191001892089844,58.20800018310547
2018-01-23,58.53099822998047,58.80849838256836
2018-01-24,59.249000549316406,58.56449890136719
2018-01-25,59.035499572753906,59.106998443603516
2018-01-26,59.37649917602539,59.37799835205078
2018-01-29,59.400001525878906,59.32400131225586
2018-01-30,58.88600158691406,58.868499755859375
2018-01-31,59.19049835205078,59.111000061035156
2018-02-01,58.79949951171875,59.079498291015625
2018-02-02,56.37099838256836,55.959999084472656
2018-02-05,55.03049850463867,53.11949920654297
2018-02-06,51.69900131225586,54.221500396728516
2018-02-07,54.24850082397461,52.77050018310547
2018-02-08,52.993499755859375,50.385501861572266
2018-02-09,51.29399871826172,52.313499450683594
2018-02-12,52.833499908447266,52.72800064086914
2018-02-13,52.5,52.707000732421875
2018-02-14,52.715999603271484,53.6349983215332
2018-02-15,54.17250061035156,54.56800079345703
2018-02-16,54.66899871826172,54.775001525878906
2018-02-20,54.63800048828125,55.179500579833984
2018-02-21,55.45500183105469,55.6875
2018-02-22,55.958499908447266,55.494998931884766
2018-02-23,55.93299865722656,56.40449905395508
2018-02-26,56.59299850463867,57.185001373291016
2018-02-27,57.185001373291016,55.8754997253418
2018-02-28,56.099998474121094,55.19599914550781
2018-03-01,55.47700119018555,53.570499420166016
2018-03-02,52.89899826049805,54.207000732421875
2018-03-05,53.90650177001953,54.737998962402344
2018-03-06,55.10499954223633,55.04499816894531
2018-03-07,54.64099884033203,55.75199890136719
2018-03-08,55.86000061035156,56.46900177001953
2018-03-09,56.974998474121094,58.04199981689453
2018-03-12,58.252498626708984,58.29650115966797
2018-03-13,58.59149932861328,56.99549865722656
2018-03-14,57.290000915527344,57.44449996948242
2018-03-15,57.47850036621094,57.53049850463867
2018-03-16,57.76750183105469,56.72100067138672
2018-03-19,55.88800048828125,55.003501892089844
2018-03-20,54.91999816894531,54.790000915527344
2018-03-21,54.628501892089844,54.70000076293945
2018-03-22,54.0004997253418,52.657501220703125
2018-03-23,52.56850051879883,51.32749938964844
2018-03-26,52.529998779296875,52.704498291015625
2018-03-27,53.19499969482422,50.34700012207031
2018-03-28,50.09550094604492,50.25899887084961
2018-03-29,50.56050109863281,51.856998443603516
2018-04-02,51.38100051879883,50.631500244140625
2018-04-03,50.807498931884766,50.933998107910156
2018-04-04,49.9114990234375,51.48550033569336
2018-04-05,52.31949996948242,51.63199996948242
2018-04-06,51.154998779296875,50.497501373291016
2018-04-09,51.00199890136719,51.00450134277344
2018-04-10,51.51300048828125,51.82500076293945
2018-04-11,51.599998474121094,51.25299835205078
2018-04-12,51.57350158691406,51.864498138427734
2018-04-13,52.34450149536133,51.801998138427734
2018-04-16,52.27750015258789,52.30500030517578
2018-04-17,53.060001373291016,53.96799850463867
2018-04-18,53.95050048828125,53.769500732421875
2018-04-19,53.45100021362305,54.47249984741211
2018-04-20,54.2135009765625,53.86600112915039
2018-04-23,54.14899826049805,53.69049835205078
2018-04-24,52.959999084472656,51.13199996948242
