Date,Open,Close
2018-01-02,58.599998474121094,59.45050048828125
2018-01-03,59.415000915527344,60.209999084472656
2018-01-04,60.25,60.47949981689453
2018-01-05,60.8754997253418,61.457000732421875
2018-01-08,61.79999923706055,62.34349822998047
2018-01-09,62.845001220703125,62.6349983215332
2018-01-10,62.25749969482422,62.71649932861328
2018-01-11,62.98699951171875,63.83399963378906
2018-01-12,63.669498443603516,65.26000213623047
2018-01-16,66.1500015258789,65.24299621582031
2018-01-17,65.61199951171875,64.75
2018-01-18,64.69750213623047,64.66600036621094
2018-01-19,65.5999984741211,64.72899627685547
2018-01-22,64.8584976196289,66.3655014038086
2018-01-23,66.90450286865234,68.12699890136719
2018-01-24,68.74099731445312,67.87550354003906
2018-01-25,68.4000015258789,68.89749908447266
2018-01-26,69.60050201416016,70.10250091552734
2018-01-29,70.45899963378906,70.88400268554688
2018-01-30,70.15850067138672,71.89099884033203
2018-01-31,72.56500244140625,72.54450225830078
2018-02-01,72.25,69.5
2018-02-02,73.86949920654297,71.49749755859375
2018-02-05,70.13099670410156,69.5
2018-02-06,68.072998046875,72.14199829101562
2018-02-07,72.44999694824219,70.83899688720703
2018-02-08,71.48400115966797,67.5250015258789
2018-02-09,68.67449951171875,66.9800033569336
2018-02-12,68.2334976196289,69.3115005493164
2018-02-13,69.29650115966797,70.72550201416016
2018-02-14,70.3125,72.55249786376953
2018-02-15,73.34449768066406,73.08799743652344
2018-02-16,72.86849975585938,72.43450164794922
2018-02-20,72.32450103759766,73.4175033569336
2018-02-21,74.25,74.14600372314453
2018-02-22,74.76799774169922,74.26699829101562
2018-02-23,74.76699829101562,75.0
2018-02-26,75.45999908447266,76.09750366210938
2018-02-27,76.2249984741211,75.5989990234375
2018-02-28,75.97550201416016,75.62249755859375
2018-03-01,75.68000030517578,74.67250061035156
2018-03-02,73.45500183105469,75.01249694824219
2018-03-05,74.71199798583984,76.18049621582031
2018-03-06,76.66000366210938,76.88200378417969
2018-03-07,76.32599639892578,77.25
2018-03-08,77.5,77.59300231933594
2018-03-09,78.17500305175781,78.94450378417969
2018-03-12,79.62999725341797,79.91950225830078
2018-03-13,80.7979965209961,79.40899658203125
2018-03-14,79.8499984741211,79.55000305175781
2018-03-15,79.75,79.11599731445312
2018-03-16,79.17250061035156,78.58399963378906
2018-03-19,77.72650146484375,77.24649810791016
2018-03-20,77.51699829101562,79.32550048828125
2018-03-21,79.32250213623047,79.09300231933594
2018-03-22,78.27349853515625,77.24600219726562
2018-03-23,76.95050048828125,74.77799987792969
2018-03-26,76.5,77.79299926757812
2018-03-27,78.62000274658203,74.85250091552734
2018-03-28,72.3499984741211,71.57099914550781
2018-03-29,70.30000305175781,72.36699676513672
2018-04-02,70.88099670410156,68.59950256347656
2018-04-03,69.56900024414062,69.60250091552734
2018-04-04,67.91200256347656,70.52850341796875
2018-04-05,72.09950256347656,72.5875015258789
2018-04-06,71.49849700927734,70.2614974975586
2018-04-09,71.25150299072266,70.30400085449219
2018-04-10,71.59950256347656,71.81099700927734
2018-04-11,71.97200012207031,71.35250091552734
2018-04-12,71.9749984741211,72.42500305175781
2018-04-13,72.45700073242188,71.53949737548828
2018-04-16,72.25,72.07499694824219
2018-04-17,73.11499786376953,75.19149780273438
2018-04-18,75.73249816894531,76.39199829101562
2018-04-19,77.16100311279297,77.84549713134766
2018-04-20,78.05999755859375,76.37449645996094
2018-04-23,77.33450317382812,75.89299774169922
2018-04-24,76.79000091552734,73.00450134277344
2018-04-25,72.9000015258789,73.00849914550781
2018-04-26,74.25050354003906,75.89800262451172
2018-04-27,81.70050048828125,78.63099670410156
2018-04-30,79.125,78.30650329589844
2018-05-01,78.16100311279297,79.11299896240234
2018-05-02,79.04900360107422,78.48400115966797
2018-05-03,78.00050354003906,78.60399627685547
2018-05-04,78.12249755859375,79.04750061035156
2018-05-07,79.46700286865234,80.00700378417969
2018-05-08,79.75,79.61949920654297
2018-05-09,80.0,80.4000015258789
2018-05-10,80.42400360107422,80.4540023803711
2018-05-11,80.54949951171875,80.14550018310547
2018-05-14,80.19999694824219,80.0770034790039
2018-05-15,79.38999938964844,78.80599975585938
2018-05-16,78.875,79.36399841308594
2018-05-17,79.02799987792969,79.08799743652344
2018-05-18,79.06649780273438,78.71849822998047
2018-05-21,79.25,79.27300262451172
2018-05-22,79.49449920654297,79.06999969482422
2018-05-23,78.55249786376953,80.09300231933594
2018-05-24,79.90149688720703,80.15350341796875
2018-05-25,80.1500015258789,80.50749969482422
2018-05-29,80.0354995727539,80.64350128173828
2018-05-30,80.90499877929688,81.24449920654297
2018-05-31,81.1500015258789,81.48100280761719
2018-06-01,81.85150146484375,82.0770034790039
2018-06-04,82.44499969482422,83.26349639892578
2018-06-05,83.64949798583984,84.81749725341797
2018-06-06,85.22550201416016,84.7874984741211
2018-06-07,84.9280014038086,84.46499633789062
2018-06-08,84.05599975585938,84.19950103759766
2018-06-11,84.07550048828125,84.45600128173828
2018-06-12,84.6500015258789,84.9375
2018-06-13,85.1405029296875,85.24299621582031
2018-06-14,85.67400360107422,86.19300079345703
2018-06-15,85.69999694824219,85.79850006103516
2018-06-18,85.31300354003906,86.18949890136719
2018-06-19,85.4520034790039,86.73899841308594
2018-06-20,87.125,87.50399780273438
2018-06-21,88.0,86.51100158691406
2018-06-22,87.13099670410156,85.78350067138672
2018-06-25,85.12550354003906,83.15750122070312
2018-06-26,83.61849975585938,84.55449676513672
2018-06-27,85.40550231933594,83.02549743652344
2018-06-28,83.62699890136719,85.07250213623047
2018-06-29,85.8499984741211,84.98999786376953
2018-07-02,84.13500213623047,85.68900299072266
2018-07-03,86.197998046875,84.697998046875
2018-07-05,85.26899719238281,84.98650360107422
2018-07-06,84.80000305175781,85.53150177001953
2018-07-09,86.20249938964844,86.95099639892578
2018-07-10,86.92649841308594,87.15350341796875
2018-07-11,86.89949798583984,87.75
2018-07-12,88.22550201416016,89.83100128173828
2018-07-13,90.19650268554688,90.65149688720703
2018-07-16,91.09750366210938,91.12449645996094
2018-07-17,90.5780029296875,92.19650268554688
2018-07-18,92.4000015258789,92.14600372314453
2018-07-19,91.4729995727539,90.64849853515625
